type,name,industry,program,role,gender,commitment,completed
application,Organization 10454,High Tech,Boston,,,,
application,Organization 11259,Social Impact,Boston,,,,
application,Organization 6800,General,Boston,,,,
application,Organization 2739,Social Impact,Israel,,,,
application,Organization 12187,Social Impact,Boston,,,,
application,Organization 12764,General,Switzerland,,,,
application,Organization 15617,High Tech,Boston,,,,
application,Organization 6406,Social Impact,Boston,,,,
application,Organization 1154,Healthcare / Life Sciences,Boston,,,,
application,Organization 509,General,Boston,,,,
application,Organization 6762,High Tech,Switzerland,,,,
application,Organization 15021,Social Impact,Boston,,,,
application,Organization 1066,General,Boston,,,,
application,Organization 13446,Healthcare / Life Sciences,Boston,,,,
application,Organization 5184,General,Boston,,,,
application,Organization 5835,High Tech,Boston,,,,
application,Organization 9412,Healthcare / Life Sciences,Boston,,,,
application,Organization 9999,High Tech,Switzerland,,,,
application,Organization 13504,Social Impact,Boston,,,,
application,Organization 3257,High Tech,Boston,,,,
application,Organization 6739,General,Boston,,,,
application,Organization 9269,Healthcare / Life Sciences,Boston,,,,
application,Organization 11437,High Tech,Boston,,,,
application,Organization 11828,Healthcare / Life Sciences,Boston,,,,
application,Organization 8057,General,Boston,,,,
application,Organization 4899,High Tech,Boston,,,,
application,Organization 1152,High Tech,Switzerland,,,,
application,Organization 8814,High Tech,Boston,,,,
application,Organization 15036,Healthcare / Life Sciences,Israel,,,,
application,Organization 7837,General,Israel,,,,
application,Organization 8614,Social Impact,Switzerland,,,,
application,Organization 14875,High Tech,Boston,,,,
application,Organization 13669,Social Impact,Boston,,,,
application,Organization 10655,General,Switzerland,,,,
application,Organization 6347,High Tech,Switzerland,,,,
application,Organization 1504,Social Impact,Israel,,,,
application,Organization 2485,Social Impact,Boston,,,,
application,Organization 10424,Healthcare / Life Sciences,Boston,,,,
application,Organization 11270,General,Switzerland,,,,
application,Organization 11339,High Tech,Boston,,,,
application,Organization 10656,High Tech,Boston,,,,
application,Organization 5449,Healthcare / Life Sciences,Switzerland,,,,
application,Organization 7111,High Tech,Israel,,,,
application,Organization 13783,Healthcare / Life Sciences,Boston,,,,
application,Organization 13110,Social Impact,Switzerland,,,,
application,Organization 14771,High Tech,Boston,,,,
application,Organization 5695,General,Boston,,,,
application,Organization 522,High Tech,Boston,,,,
application,Organization 14451,High Tech,Boston,,,,
application,Organization 3455,High Tech,Boston,,,,
application,Organization 15308,Social Impact,Boston,,,,
application,Organization 3711,High Tech,Israel,,,,
application,Organization 9914,Healthcare / Life Sciences,Boston,,,,
application,Organization 3278,Energy / Clean Tech,Boston,,,,
application,Organization 347,Social Impact,Boston,,,,
application,Organization 9492,High Tech,Boston,,,,
application,Organization 3937,High Tech,Boston,,,,
application,Organization 12871,General,Boston,,,,
application,Organization 1791,Healthcare / Life Sciences,Boston,,,,
application,Organization 7470,High Tech,Boston,,,,
application,Organization 14191,High Tech,Boston,,,,
application,Organization 16142,General,Israel,,,,
application,Organization 15400,High Tech,Boston,,,,
application,Organization 12406,Healthcare / Life Sciences,Boston,,,,
application,Organization 14335,General,Boston,,,,
application,Organization 13824,High Tech,Boston,,,,
application,Organization 9213,Social Impact,Boston,,,,
application,Organization 12991,General,Boston,,,,
application,Organization 14619,High Tech,Switzerland,,,,
application,Organization 7531,High Tech,Boston,,,,
application,Organization 5712,High Tech,Boston,,,,
application,Organization 349,High Tech,Boston,,,,
application,Organization 7013,General,Boston,,,,
application,Organization 16093,Healthcare / Life Sciences,Israel,,,,
application,Organization 3665,General,Boston,,,,
application,Organization 216,Healthcare / Life Sciences,Israel,,,,
application,Organization 10556,High Tech,Boston,,,,
application,Organization 6028,General,Boston,,,,
application,Organization 11142,Social Impact,Israel,,,,
application,Organization 14674,High Tech,Switzerland,,,,
application,Organization 872,Energy / Clean Tech,Boston,,,,
application,Organization 6894,High Tech,Boston,,,,
application,Organization 10946,Healthcare / Life Sciences,Boston,,,,
application,Organization 4488,General,Boston,,,,
application,Organization 5833,Healthcare / Life Sciences,Boston,,,,
application,Organization 1014,High Tech,Boston,,,,
application,Organization 12831,High Tech,Boston,,,,
application,Organization 15773,High Tech,Boston,,,,
application,Organization 16370,High Tech,Boston,,,,
application,Organization 15180,General,Boston,,,,
application,Organization 9711,Social Impact,Boston,,,,
application,Organization 3118,High Tech,Boston,,,,
application,Organization 12228,Healthcare / Life Sciences,Switzerland,,,,
application,Organization 1727,Healthcare / Life Sciences,Boston,,,,
application,Organization 3085,General,Boston,,,,
application,Organization 11891,High Tech,Boston,,,,
application,Organization 2991,Healthcare / Life Sciences,Switzerland,,,,
application,Organization 12202,General,Israel,,,,
application,Organization 10882,High Tech,Boston,,,,
application,Organization 10671,High Tech,Boston,,,,
application,Organization 13474,High Tech,Boston,,,,
application,Organization 10654,Energy / Clean Tech,Boston,,,,
application,Organization 7491,Healthcare / Life Sciences,Boston,,,,
application,Organization 3098,High Tech,Boston,,,,
application,Organization 14448,General,Boston,,,,
application,Organization 4808,High Tech,Boston,,,,
application,Organization 8809,Healthcare / Life Sciences,Boston,,,,
application,Organization 5622,General,Boston,,,,
application,Organization 12938,Social Impact,Boston,,,,
application,Organization 6068,High Tech,Boston,,,,
application,Organization 152,Healthcare / Life Sciences,Israel,,,,
application,Organization 8561,General,Boston,,,,
application,Organization 15402,High Tech,Boston,,,,
application,Organization 7246,Healthcare / Life Sciences,Boston,,,,
application,Organization 10638,General,Israel,,,,
application,Organization 13926,High Tech,Boston,,,,
application,Organization 1035,Healthcare / Life Sciences,Boston,,,,
application,Organization 7567,General,Boston,,,,
application,Organization 8009,General,Switzerland,,,,
application,Organization 13877,High Tech,Switzerland,,,,
application,Organization 14394,High Tech,Boston,,,,
application,Organization 12934,Energy / Clean Tech,Boston,,,,
application,Organization 2710,High Tech,Boston,,,,
application,Organization 5475,Healthcare / Life Sciences,Boston,,,,
application,Organization 12751,General,Boston,,,,
application,Organization 5217,High Tech,Switzerland,,,,
application,Organization 1265,High Tech,Switzerland,,,,
application,Organization 9287,Healthcare / Life Sciences,Boston,,,,
application,Organization 1728,Healthcare / Life Sciences,Boston,,,,
application,Organization 12909,High Tech,Boston,,,,
application,Organization 9480,General,Boston,,,,
application,Organization 14361,General,Boston,,,,
application,Organization 10406,Healthcare / Life Sciences,Boston,,,,
application,Organization 10626,High Tech,Israel,,,,
application,Organization 10132,General,Switzerland,,,,
application,Organization 7004,High Tech,Boston,,,,
application,Organization 15523,High Tech,Boston,,,,
application,Organization 15313,Energy / Clean Tech,Boston,,,,
application,Organization 9707,Social Impact,Boston,,,,
application,Organization 4267,Social Impact,Boston,,,,
application,Organization 15168,High Tech,Boston,,,,
application,Organization 639,High Tech,Israel,,,,
application,Organization 8274,High Tech,Boston,,,,
application,Organization 11518,High Tech,Boston,,,,
application,Organization 13473,High Tech,Boston,,,,
application,Organization 359,Healthcare / Life Sciences,Boston,,,,
application,Organization 3046,High Tech,Boston,,,,
application,Organization 10034,General,Boston,,,,
application,Organization 7333,Social Impact,Boston,,,,
application,Organization 6295,High Tech,Boston,,,,
application,Organization 5806,High Tech,Boston,,,,
application,Organization 11239,High Tech,Boston,,,,
application,Organization 8915,Healthcare / Life Sciences,Boston,,,,
application,Organization 6936,High Tech,Boston,,,,
application,Organization 7066,Social Impact,Israel,,,,
application,Organization 15742,Energy / Clean Tech,Israel,,,,
application,Organization 3747,Healthcare / Life Sciences,Boston,,,,
application,Organization 7766,High Tech,Israel,,,,
application,Organization 12077,High Tech,Boston,,,,
application,Organization 10149,Energy / Clean Tech,Boston,,,,
application,Organization 9094,General,Boston,,,,
application,Organization 8525,Social Impact,Boston,,,,
application,Organization 13887,Healthcare / Life Sciences,Switzerland,,,,
application,Organization 4703,High Tech,Boston,,,,
application,Organization 510,High Tech,Boston,,,,
application,Organization 926,Healthcare / Life Sciences,Boston,,,,
application,Organization 1528,Social Impact,Boston,,,,
application,Organization 9473,General,Boston,,,,
application,Organization 5000,High Tech,Boston,,,,
application,Organization 498,General,Boston,,,,
application,Organization 10085,High Tech,Boston,,,,
application,Organization 1809,Healthcare / Life Sciences,Boston,,,,
application,Organization 1113,High Tech,Boston,,,,
application,Organization 13905,High Tech,Switzerland,,,,
application,Organization 248,General,Israel,,,,
application,Organization 2392,Social Impact,Switzerland,,,,
application,Organization 16419,High Tech,Switzerland,,,,
application,Organization 3774,Energy / Clean Tech,Switzerland,,,,
application,Organization 14930,High Tech,Boston,,,,
application,Organization 13845,General,Boston,,,,
application,Organization 14035,High Tech,Switzerland,,,,
application,Organization 8984,Healthcare / Life Sciences,Boston,,,,
application,Organization 12284,General,Boston,,,,
application,Organization 12058,Healthcare / Life Sciences,Boston,,,,
application,Organization 1568,High Tech,Switzerland,,,,
application,Organization 5422,High Tech,Boston,,,,
application,Organization 12944,General,Boston,,,,
application,Organization 5823,General,Boston,,,,
application,Organization 8491,General,Boston,,,,
application,Organization 9377,Social Impact,Boston,,,,
application,Organization 14404,Social Impact,Boston,,,,
application,Organization 12965,General,Boston,,,,
application,Organization 8266,Healthcare / Life Sciences,Israel,,,,
application,Organization 14905,High Tech,Israel,,,,
application,Organization 5975,General,Israel,,,,
application,Organization 7230,High Tech,Switzerland,,,,
application,Organization 6464,Healthcare / Life Sciences,Boston,,,,
application,Organization 8132,General,Boston,,,,
application,Organization 12112,General,Boston,,,,
application,Organization 16174,Social Impact,Boston,,,,
application,Organization 11809,High Tech,Boston,,,,
application,Organization 10636,High Tech,Boston,,,,
application,Organization 6682,Social Impact,Boston,,,,
application,Organization 13125,High Tech,Boston,,,,
application,Organization 2762,High Tech,Boston,,,,
application,Organization 1368,Social Impact,Israel,,,,
application,Organization 12486,High Tech,Boston,,,,
application,Organization 11810,High Tech,Boston,,,,
application,Organization 10375,High Tech,Boston,,,,
application,Organization 15592,High Tech,Boston,,,,
application,Organization 541,General,Boston,,,,
application,Organization 11105,High Tech,Boston,,,,
application,Organization 10186,Healthcare / Life Sciences,Boston,,,,
application,Organization 14101,High Tech,Israel,,,,
application,Organization 8031,Healthcare / Life Sciences,Boston,,,,
application,Organization 16547,High Tech,Boston,,,,
application,Organization 9039,High Tech,Boston,,,,
application,Organization 10324,High Tech,Boston,,,,
application,Organization 8376,Healthcare / Life Sciences,Switzerland,,,,
application,Organization 11232,General,Israel,,,,
application,Organization 5094,General,Israel,,,,
application,Organization 10784,High Tech,Boston,,,,
application,Organization 11769,Healthcare / Life Sciences,Boston,,,,
application,Organization 9403,Healthcare / Life Sciences,Israel,,,,
application,Organization 330,High Tech,Israel,,,,
application,Organization 16367,High Tech,Boston,,,,
application,Organization 12636,High Tech,Switzerland,,,,
application,Organization 5639,Healthcare / Life Sciences,Switzerland,,,,
application,Organization 7892,Social Impact,Boston,,,,
application,Organization 10137,High Tech,Boston,,,,
application,Organization 10588,High Tech,Boston,,,,
application,Organization 14341,Social Impact,Boston,,,,
application,Organization 6695,High Tech,Boston,,,,
application,Organization 1524,High Tech,Israel,,,,
application,Organization 13776,Healthcare / Life Sciences,Boston,,,,
application,Organization 7619,Healthcare / Life Sciences,Switzerland,,,,
application,Organization 11790,Healthcare / Life Sciences,Boston,,,,
application,Organization 11176,Healthcare / Life Sciences,Boston,,,,
application,Organization 2091,General,Boston,,,,
application,Organization 3380,General,Boston,,,,
application,Organization 3876,High Tech,Israel,,,,
application,Organization 13506,High Tech,Switzerland,,,,
application,Organization 16433,High Tech,Boston,,,,
application,Organization 4650,Healthcare / Life Sciences,Israel,,,,
application,Organization 9220,General,Switzerland,,,,
application,Organization 14127,Social Impact,Switzerland,,,,
application,Organization 13393,General,Boston,,,,
application,Organization 13390,High Tech,Boston,,,,
application,Organization 5023,General,Israel,,,,
application,Organization 11893,General,Israel,,,,
application,Organization 1776,High Tech,Switzerland,,,,
application,Organization 9988,Healthcare / Life Sciences,Boston,,,,
application,Organization 7087,High Tech,Boston,,,,
application,Organization 10303,General,Israel,,,,
application,Organization 11939,General,Boston,,,,
application,Organization 581,High Tech,Boston,,,,
application,Organization 118,Healthcare / Life Sciences,Israel,,,,
application,Organization 10900,Healthcare / Life Sciences,Boston,,,,
application,Organization 16051,Social Impact,Boston,,,,
application,Organization 12476,General,Boston,,,,
application,Organization 4963,Social Impact,Boston,,,,
application,Organization 8246,General,Boston,,,,
application,Organization 8482,Healthcare / Life Sciences,Boston,,,,
application,Organization 9501,Social Impact,Boston,,,,
application,Organization 7701,High Tech,Boston,,,,
application,Organization 5555,General,Boston,,,,
application,Organization 5105,Healthcare / Life Sciences,Boston,,,,
application,Organization 15487,General,Boston,,,,
application,Organization 7955,High Tech,Boston,,,,
application,Organization 5744,High Tech,Boston,,,,
application,Organization 296,High Tech,Boston,,,,
application,Organization 9623,Social Impact,Boston,,,,
application,Organization 3447,Social Impact,Israel,,,,
application,Organization 1335,High Tech,Boston,,,,
application,Organization 1782,Healthcare / Life Sciences,Israel,,,,
application,Organization 8564,General,Switzerland,,,,
application,Organization 2511,Social Impact,Israel,,,,
application,Organization 15920,High Tech,Switzerland,,,,
application,Organization 6187,High Tech,Boston,,,,
application,Organization 15261,Social Impact,Boston,,,,
application,Organization 5745,High Tech,Boston,,,,
application,Organization 580,General,Boston,,,,
application,Organization 7449,Healthcare / Life Sciences,Boston,,,,
application,Organization 11677,Healthcare / Life Sciences,Boston,,,,
application,Organization 13886,Healthcare / Life Sciences,Switzerland,,,,
application,Organization 13560,Healthcare / Life Sciences,Boston,,,,
application,Organization 3203,Healthcare / Life Sciences,Boston,,,,
application,Organization 15241,General,Boston,,,,
application,Organization 3855,High Tech,Boston,,,,
application,Organization 12079,General,Boston,,,,
application,Organization 6676,General,Boston,,,,
application,Organization 9652,High Tech,Boston,,,,
application,Organization 2818,High Tech,Boston,,,,
application,Organization 15676,High Tech,Boston,,,,
application,Organization 13967,High Tech,Boston,,,,
application,Organization 10246,Healthcare / Life Sciences,Boston,,,,
application,Organization 10519,High Tech,Switzerland,,,,
application,Organization 4534,Energy / Clean Tech,Switzerland,,,,
application,Organization 6548,Social Impact,Israel,,,,
application,Organization 2671,General,Israel,,,,
application,Organization 5378,High Tech,Israel,,,,
application,Organization 9203,High Tech,Israel,,,,
application,Organization 4750,High Tech,Israel,,,,
application,Organization 7564,High Tech,Switzerland,,,,
application,Organization 12960,High Tech,Boston,,,,
application,Organization 7687,General,Boston,,,,
application,Organization 3624,Healthcare / Life Sciences,Switzerland,,,,
application,Organization 2249,General,Boston,,,,
application,Organization 16170,Social Impact,Boston,,,,
application,Organization 4207,High Tech,Israel,,,,
application,Organization 15460,General,Boston,,,,
application,Organization 258,Energy / Clean Tech,Switzerland,,,,
application,Organization 15309,Social Impact,Boston,,,,
application,Organization 13570,Healthcare / Life Sciences,Boston,,,,
application,Organization 6949,High Tech,Boston,,,,
application,Organization 2561,Healthcare / Life Sciences,Boston,,,,
application,Organization 16337,General,Israel,,,,
application,Organization 441,High Tech,Boston,,,,
application,Organization 865,Energy / Clean Tech,Boston,,,,
application,Organization 9278,General,Boston,,,,
application,Organization 535,Social Impact,Boston,,,,
application,Organization 6390,General,Boston,,,,
application,Organization 2636,High Tech,Boston,,,,
application,Organization 379,Healthcare / Life Sciences,Boston,,,,
application,Organization 315,Social Impact,Boston,,,,
application,Organization 2333,General,Boston,,,,
application,Organization 2271,High Tech,Boston,,,,
application,Organization 13334,Healthcare / Life Sciences,Boston,,,,
application,Organization 4847,Social Impact,Israel,,,,
application,Organization 1585,General,Boston,,,,
application,Organization 12268,High Tech,Boston,,,,
application,Organization 15787,High Tech,Boston,,,,
application,Organization 8805,Energy / Clean Tech,Switzerland,,,,
application,Organization 6656,Healthcare / Life Sciences,Boston,,,,
application,Organization 900,High Tech,Boston,,,,
application,Organization 163,Social Impact,Switzerland,,,,
application,Organization 5802,Energy / Clean Tech,Switzerland,,,,
application,Organization 8087,Social Impact,Boston,,,,
application,Organization 12347,Social Impact,Boston,,,,
application,Organization 9247,Social Impact,Boston,,,,
application,Organization 8459,High Tech,Boston,,,,
application,Organization 11087,High Tech,Boston,,,,
application,Organization 518,General,Israel,,,,
application,Organization 4866,Social Impact,Boston,,,,
application,Organization 10488,High Tech,Boston,,,,
application,Organization 2732,Energy / Clean Tech,Switzerland,,,,
application,Organization 1908,Healthcare / Life Sciences,Boston,,,,
application,Organization 2470,Social Impact,Boston,,,,
application,Organization 10479,High Tech,Boston,,,,
application,Organization 15032,Healthcare / Life Sciences,Boston,,,,
application,Organization 1208,High Tech,Boston,,,,
application,Organization 3451,Healthcare / Life Sciences,Boston,,,,
application,Organization 1440,Social Impact,Boston,,,,
application,Organization 8657,General,Israel,,,,
application,Organization 7798,Social Impact,Switzerland,,,,
application,Organization 618,High Tech,Boston,,,,
application,Organization 15616,High Tech,Switzerland,,,,
application,Organization 13081,General,Boston,,,,
application,Organization 13392,General,Boston,,,,
application,Organization 8645,Social Impact,Israel,,,,
application,Organization 2808,Social Impact,Boston,,,,
application,Organization 4035,High Tech,Israel,,,,
application,Organization 12241,Social Impact,Israel,,,,
application,Organization 977,High Tech,Boston,,,,
application,Organization 8945,General,Israel,,,,
application,Organization 11544,Social Impact,Boston,,,,
application,Organization 1409,Healthcare / Life Sciences,Boston,,,,
application,Organization 4107,Social Impact,Israel,,,,
application,Organization 10712,Healthcare / Life Sciences,Boston,,,,
application,Organization 16068,Energy / Clean Tech,Boston,,,,
application,Organization 1178,High Tech,Boston,,,,
application,Organization 12505,Healthcare / Life Sciences,Boston,,,,
application,Organization 4609,High Tech,Boston,,,,
application,Organization 5603,Social Impact,Switzerland,,,,
application,Organization 5392,General,Boston,,,,
application,Organization 3263,High Tech,Switzerland,,,,
application,Organization 10723,High Tech,Israel,,,,
application,Organization 16226,High Tech,Switzerland,,,,
application,Organization 2253,High Tech,Israel,,,,
application,Organization 9328,General,Israel,,,,
application,Organization 5086,High Tech,Israel,,,,
application,Organization 5966,High Tech,Israel,,,,
application,Organization 10300,High Tech,Switzerland,,,,
application,Organization 12812,High Tech,Israel,,,,
application,Organization 11896,Healthcare / Life Sciences,Boston,,,,
application,Organization 16023,General,Israel,,,,
application,Organization 1270,General,Israel,,,,
application,Organization 8034,High Tech,Boston,,,,
application,Organization 11169,Social Impact,Boston,,,,
application,Organization 488,Healthcare / Life Sciences,Boston,,,,
application,Organization 5867,Social Impact,Switzerland,,,,
application,Organization 7602,High Tech,Boston,,,,
application,Organization 2254,Social Impact,Switzerland,,,,
application,Organization 15296,Healthcare / Life Sciences,Boston,,,,
application,Organization 124,General,Boston,,,,
application,Organization 5919,High Tech,Boston,,,,
application,Organization 385,Healthcare / Life Sciences,Boston,,,,
application,Organization 8683,Healthcare / Life Sciences,Boston,,,,
application,Organization 7106,High Tech,Boston,,,,
application,Organization 12649,Social Impact,Boston,,,,
application,Organization 9659,Healthcare / Life Sciences,Boston,,,,
application,Organization 12080,Social Impact,Israel,,,,
application,Organization 2140,High Tech,Israel,,,,
application,Organization 9977,General,Switzerland,,,,
application,Organization 10965,High Tech,Switzerland,,,,
application,Organization 12611,Healthcare / Life Sciences,Boston,,,,
application,Organization 8503,High Tech,Israel,,,,
application,Organization 5931,General,Israel,,,,
application,Organization 5635,General,Boston,,,,
application,Organization 2184,General,Switzerland,,,,
application,Organization 455,General,Israel,,,,
application,Organization 3559,Healthcare / Life Sciences,Boston,,,,
application,Organization 9254,General,Boston,,,,
application,Organization 8401,Healthcare / Life Sciences,Switzerland,,,,
application,Organization 1036,General,Boston,,,,
application,Organization 620,High Tech,Boston,,,,
application,Organization 9114,General,Switzerland,,,,
application,Organization 14078,High Tech,Boston,,,,
application,Organization 15533,Healthcare / Life Sciences,Boston,,,,
application,Organization 12494,General,Israel,,,,
application,Organization 8177,General,Switzerland,,,,
application,Organization 13491,High Tech,Boston,,,,
application,Organization 3399,General,Boston,,,,
application,Organization 616,Energy / Clean Tech,Boston,,,,
application,Organization 1905,High Tech,Boston,,,,
application,Organization 10432,High Tech,Boston,,,,
application,Organization 10415,High Tech,Israel,,,,
application,Organization 9127,General,Boston,,,,
application,Organization 12824,General,Boston,,,,
application,Organization 7903,Social Impact,Switzerland,,,,
application,Organization 5648,Healthcare / Life Sciences,Boston,,,,
application,Organization 7401,High Tech,Boston,,,,
application,Organization 7709,General,Boston,,,,
application,Organization 5965,High Tech,Boston,,,,
application,Organization 13022,High Tech,Israel,,,,
application,Organization 2814,Social Impact,Boston,,,,
application,Organization 3968,High Tech,Boston,,,,
application,Organization 11098,Social Impact,Boston,,,,
application,Organization 5629,General,Switzerland,,,,
application,Organization 15070,General,Boston,,,,
application,Organization 14024,General,Boston,,,,
application,Organization 10081,Healthcare / Life Sciences,Boston,,,,
application,Organization 6395,General,Israel,,,,
application,Organization 6013,High Tech,Israel,,,,
application,Organization 13240,Healthcare / Life Sciences,Boston,,,,
application,Organization 10605,High Tech,Boston,,,,
application,Organization 613,Social Impact,Boston,,,,
application,Organization 7040,High Tech,Boston,,,,
application,Organization 14190,Healthcare / Life Sciences,Boston,,,,
application,Organization 7576,High Tech,Boston,,,,
application,Organization 5183,High Tech,Boston,,,,
application,Organization 11722,Healthcare / Life Sciences,Boston,,,,
application,Organization 14064,High Tech,Boston,,,,
application,Organization 2098,Social Impact,Boston,,,,
application,Organization 2903,High Tech,Boston,,,,
application,Organization 3981,Healthcare / Life Sciences,Boston,,,,
application,Organization 255,High Tech,Boston,,,,
application,Organization 13037,High Tech,Boston,,,,
application,Organization 12117,Social Impact,Boston,,,,
application,Organization 14325,General,Boston,,,,
application,Organization 10218,Healthcare / Life Sciences,Switzerland,,,,
application,Organization 13754,Social Impact,Israel,,,,
application,Organization 3156,High Tech,Boston,,,,
application,Organization 14728,High Tech,Israel,,,,
application,Organization 6211,High Tech,Israel,,,,
application,Organization 16384,High Tech,Switzerland,,,,
application,Organization 7486,Healthcare / Life Sciences,Boston,,,,
application,Organization 4031,General,Israel,,,,
application,Organization 12845,General,Israel,,,,
application,Organization 7433,High Tech,Boston,,,,
application,Organization 11370,High Tech,Israel,,,,
application,Organization 1979,General,Israel,,,,
application,Organization 13126,High Tech,Switzerland,,,,
application,Organization 4759,High Tech,Switzerland,,,,
application,Organization 16339,General,Israel,,,,
application,Organization 10260,Healthcare / Life Sciences,Israel,,,,
application,Organization 12955,High Tech,Boston,,,,
application,Organization 12036,High Tech,Switzerland,,,,
application,Organization 7356,General,Switzerland,,,,
application,Organization 15781,General,Boston,,,,
application,Organization 11746,General,Boston,,,,
application,Organization 12686,High Tech,Boston,,,,
application,Organization 5873,General,Israel,,,,
application,Organization 7750,High Tech,Boston,,,,
application,Organization 11751,General,Switzerland,,,,
application,Organization 1058,Social Impact,Boston,,,,
application,Organization 3692,High Tech,Boston,,,,
application,Organization 14379,General,Boston,,,,
application,Organization 13916,High Tech,Boston,,,,
application,Organization 9317,High Tech,Boston,,,,
application,Organization 10451,High Tech,Boston,,,,
application,Organization 15687,High Tech,Boston,,,,
application,Organization 15193,General,Israel,,,,
application,Organization 10373,Healthcare / Life Sciences,Boston,,,,
application,Organization 6400,High Tech,Boston,,,,
application,Organization 6208,Social Impact,Boston,,,,
application,Organization 7718,High Tech,Boston,,,,
application,Organization 11943,General,Boston,,,,
application,Organization 15607,High Tech,Boston,,,,
application,Organization 7337,General,Boston,,,,
application,Organization 12898,General,Switzerland,,,,
application,Organization 11131,High Tech,Boston,,,,
application,Organization 1192,Healthcare / Life Sciences,Boston,,,,
application,Organization 823,Social Impact,Israel,,,,
application,Organization 9517,Healthcare / Life Sciences,Israel,,,,
application,Organization 664,General,Boston,,,,
application,Organization 2624,High Tech,Israel,,,,
application,Organization 300,Healthcare / Life Sciences,Israel,,,,
application,Organization 5409,High Tech,Israel,,,,
application,Organization 1571,High Tech,Boston,,,,
application,Organization 16378,General,Israel,,,,
application,Organization 3820,General,Boston,,,,
application,Organization 6547,Healthcare / Life Sciences,Switzerland,,,,
application,Organization 4519,High Tech,Israel,,,,
application,Organization 3948,High Tech,Boston,,,,
application,Organization 7989,Healthcare / Life Sciences,Israel,,,,
application,Organization 5368,Healthcare / Life Sciences,Israel,,,,
application,Organization 15629,High Tech,Israel,,,,
application,Organization 5964,General,Switzerland,,,,
application,Organization 3437,High Tech,Israel,,,,
application,Organization 13420,High Tech,Switzerland,,,,
application,Organization 82,Healthcare / Life Sciences,Boston,,,,
application,Organization 12716,General,Boston,,,,
application,Organization 10833,High Tech,Boston,,,,
application,Organization 15876,High Tech,Boston,,,,
application,Organization 7879,High Tech,Boston,,,,
application,Organization 4603,High Tech,Boston,,,,
application,Organization 11313,General,Boston,,,,
application,Organization 5156,General,Switzerland,,,,
application,Organization 4324,Healthcare / Life Sciences,Boston,,,,
application,Organization 15471,Healthcare / Life Sciences,Boston,,,,
application,Organization 6396,General,Israel,,,,
application,Organization 14864,High Tech,Boston,,,,
application,Organization 11744,High Tech,Boston,,,,
application,Organization 13092,High Tech,Boston,,,,
application,Organization 10444,Healthcare / Life Sciences,Boston,,,,
application,Organization 8924,General,Switzerland,,,,
application,Organization 10146,General,Boston,,,,
application,Organization 10468,High Tech,Boston,,,,
application,Organization 13924,Healthcare / Life Sciences,Boston,,,,
application,Organization 15472,General,Boston,,,,
application,Organization 8674,Social Impact,Switzerland,,,,
application,Organization 8379,General,Boston,,,,
application,Organization 8663,Healthcare / Life Sciences,Boston,,,,
application,Organization 605,General,Boston,,,,
application,Organization 7998,Healthcare / Life Sciences,Boston,,,,
application,Organization 4379,Healthcare / Life Sciences,Boston,,,,
application,Organization 111,High Tech,Boston,,,,
application,Organization 4012,General,Switzerland,,,,
application,Organization 3839,Social Impact,Boston,,,,
application,Organization 10155,High Tech,Boston,,,,
application,Organization 1872,Social Impact,Boston,,,,
application,Organization 13242,Healthcare / Life Sciences,Boston,,,,
application,Organization 6278,High Tech,Switzerland,,,,
application,Organization 3681,General,Switzerland,,,,
application,Organization 2618,High Tech,Israel,,,,
application,Organization 1493,Social Impact,Boston,,,,
application,Organization 15166,Social Impact,Switzerland,,,,
application,Organization 551,Energy / Clean Tech,Boston,,,,
application,Organization 15037,Healthcare / Life Sciences,Boston,,,,
application,Organization 4421,Social Impact,Switzerland,,,,
application,Organization 14155,General,Switzerland,,,,
application,Organization 15509,High Tech,Boston,,,,
application,Organization 3190,High Tech,Israel,,,,
application,Organization 10177,High Tech,Boston,,,,
application,Organization 8985,High Tech,Boston,,,,
application,Organization 14767,Healthcare / Life Sciences,Boston,,,,
application,Organization 7195,General,Boston,,,,
application,Organization 16154,Healthcare / Life Sciences,Boston,,,,
application,Organization 2972,Social Impact,Boston,,,,
application,Organization 1267,High Tech,Boston,,,,
application,Organization 14461,General,Boston,,,,
application,Organization 16476,High Tech,Boston,,,,
application,Organization 9783,Social Impact,Boston,,,,
application,Organization 12536,Healthcare / Life Sciences,Boston,,,,
application,Organization 13238,High Tech,Boston,,,,
application,Organization 13490,General,Israel,,,,
application,Organization 3555,Social Impact,Boston,,,,
application,Organization 3957,Social Impact,Boston,,,,
application,Organization 14357,General,Boston,,,,
application,Organization 16553,High Tech,Boston,,,,
application,Organization 4756,General,Boston,,,,
application,Organization 1886,Healthcare / Life Sciences,Boston,,,,
application,Organization 5385,General,Boston,,,,
application,Organization 3421,General,Boston,,,,
application,Organization 7241,High Tech,Boston,,,,
application,Organization 2092,General,Boston,,,,
application,Organization 15254,Healthcare / Life Sciences,Boston,,,,
application,Organization 14120,Social Impact,Boston,,,,
application,Organization 10883,General,Israel,,,,
application,Organization 13978,High Tech,Switzerland,,,,
application,Organization 11299,High Tech,Switzerland,,,,
application,Organization 1580,General,Boston,,,,
application,Organization 15119,High Tech,Boston,,,,
application,Organization 13599,High Tech,Boston,,,,
application,Organization 14550,General,Boston,,,,
application,Organization 2510,Healthcare / Life Sciences,Boston,,,,
application,Organization 11951,Healthcare / Life Sciences,Boston,,,,
